Date|License|Event Name|Login Code|Report Type|Source File|Failure|Failure Reason|Failure Code|Safety Score|Productivity Score|Maintenance Score|Total Score|Maximum Bucket Height|Number of Collisions Between Bucket And Truck|Number of Times Bucket Passed Over Truck Cabin|Average Bucket Fill Factor|Average Bucket Height|Average Cycle Time|Average Distance Between Bucket And Truck Rail|Average Dumping Height of Material|Average Material Per Pass|Execution Time|Fuel Burned|Highest RPM Speed Setting Used|Number of Buckets to Load Truck|Number of Trucks Loaded|Productivity|Time Spent Stopped|Time Spent Swinging Left|Time Spent Swinging Right|Trucks Incorrectly Spotted|Volume of Material Dumped into Truck|Volume of Material Moved|Number of Bucket Collisions with Ground While Stopped|Number of Bucket Slams|Time Spent Counter Rotating|Time Spent Digging Over Final Drive|Number Of Passes To Move Material
3/2/2026 2:15:00 PM|Construction Simulator Experience|Daytona Bike Week|3179850142|3|EXC - Truck Loading - 02-03-26-14.15.xml|False|||66.67|33.33|25.00|36.00|6.087096|1|0|106.787|2.203737|28.57248|0.7988849|1.245106|7.440443|322.3158|1.350796|10|3|1|251.2544|251.7409|15.72732|34.35832|0|4.943346|22.49535|4|3|8.824067|0|
3/2/2026 2:13:00 PM|Construction Simulator Experience|Daytona Bike Week|3179856014|3|EXC - Truck Loading - 02-03-26-14.13.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|27.78|50.00|32.00|4.835762|2|0|51.00566|2.49042|16.70694|1.220513|1.518741|2.364569|304.6192|1.213604|10|5|1|223.5564|264.6161|37.0873|16.8476|0|4.208229|18.91655|11|9|0|0|
3/2/2026 2:11:00 PM|Construction Simulator Experience|Daytona Bike Week|7656393911|3|EXC - Truck Loading - 02-03-26-14.11.xml|False|||100.00|61.11|25.00|60.00|5.752356|0|0|100.8053|2.602483|10.278|1.532447|2.251029|6.364556|256.6046|1.07193|10|6|1|536.575|210.2447|45.39131|32.09028|0|8.522436|38.24655|4|6|3.143512|0|
3/2/2026 2:08:00 PM|Construction Simulator Experience|Daytona Bike Week|5819804091|3|EXC - Truck Loading - 02-03-26-14.08.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|38.89|50.00|48.00|6.426126|0|0|82.64819|2.940196|14.58146|1.424102|2.231632|4.147309|285.8667|1.202181|10|6|6|470.0541|255.4569|55.89569|34.68376|6|7.996688|37.32578|30|8|0|0|
3/2/2026 2:03:00 PM|Construction Simulator Experience|Daytona Bike Week|9026802184|3|EXC - Truck Loading - 02-03-26-14.03.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|27.78|25.00|24.00|8.629034|6|2|71.94701|1.706585|13.61402|1.111191|1.449769|13.26044|300.1826|1.232502|10|2|1|1121.192|267.6975|29.91732|38.68305|0|0|93.48949|22|7|1.832605|0|
3/2/2026 1:58:00 PM|Construction Simulator Experience|Daytona Bike Week|7708207977|3|EXC - Truck Loading - 02-03-26-13.58.xml|False|||66.67|61.11|25.00|56.00|7.235301|0|0|94.8204|2.982128|6.318882|1.71812|2.073757|6.349031|277.3467|1.168599|10|8|1|906.5247|237.2223|49.56712|37.02636|0|11.81661|69.83934|8|9|1.786952|0|
3/2/2026 1:51:00 PM|Construction Simulator Experience|Daytona Bike Week|7178239359|3|EXC - Truck Loading - 02-03-26-13.51.xml|False|||66.67|38.89|50.00|44.00|6.724432|1|0|103.4508|2.046544|36.3078|1.509018|1.977709|8.694274|270.877|1.126801|10|3|1|462.1934|214.7622|29.2238|21.29424|0|4.27299|34.7771|10|2|0|0|
3/2/2026 1:50:00 PM|Construction Simulator Experience|Daytona Bike Week|2166950242|3|EXC - Truck Loading - 02-03-26-13.50.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|38.89|25.00|40.00|6.234433|4|0|90.51183|2.850539|17.21394|1.780893|2.184686|4.169019|326.5725|1.378381|10|6|1|413.6178|284.2832|29.42942|21.43142|0|7.161074|37.52117|21|4|1.115605|0|
3/2/2026 1:47:00 PM|Construction Simulator Experience|Daytona Bike Week|8473449964|3|EXC - Truck Loading - 02-03-26-13.47.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|33.33|25.00|32.00|5.140976|2|1|107.3949|1.99517|18.84637|1.006085|1.773916|5.862|82.50758|0.3382001|10|1|1|635.5042|56.17216|11.7249|6.211742|0|0|14.56498|2|2|2.278728|0|
3/2/2026 1:44:00 PM|Construction Simulator Experience|Daytona Bike Week|2077138224|3|EXC - Truck Loading - 02-03-26-13.44.xml|False|||66.67|77.78|50.00|72.00|5.507789|1|0|106.6263|2.454677|5.895528|1.377163|1.962033|6.660388|241.6273|1.01789|10|8|1|793.9551|202.8672|63.60241|48.62754|0|12.28563|53.28923|7|8|0|0|
3/2/2026 1:44:00 PM|Construction Simulator Experience|Daytona Bike Week|2075008438|3|EXC - Truck Loading - 02-03-26-13.44.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|38.89|50.00|48.00|5.333478|0|0|71.24739|2.051585|7.727656|1.080523|1.859253|3.137264|308.5988|1.280479|10|6|1|411.2841|254.4724|42.98491|40.51792|0|0|35.25605|9|5|0|0|
3/2/2026 1:43:00 PM|Construction Simulator Experience|Daytona Bike Week|2072408751|3|EXC - Truck Loading - 02-03-26-13.43.xml|False|||100.00|55.56|50.00|60.00|5.443535|0|0|75.90672|2.670297|4.203015|1.232004|1.78558|3.170482|249.1289|1.026515|10|13|1|596.5541|211.6334|74.85383|58.35484|0|13.28801|41.28301|22|14|0|0|
3/2/2026 1:30:00 PM|Construction Simulator Experience|Daytona Bike Week|3306070840|3|EXC - Truck Loading - 02-03-26-13.30.xml|False|||33.33|38.89|0.00|32.00|5.284761|4|1|84.9192|2.165187|15.86524|0.9818794|1.81728|4.616091|266.7357|1.106427|10|5|1|440.5726|197.3219|56.49686|33.9277|1|4.401743|32.64345|8|6|3.214482|0.5107005|
3/2/2026 1:30:00 PM|Construction Simulator Experience|Daytona Bike Week|3304176972|3|EXC - Truck Loading - 02-03-26-13.30.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|50.00|48.00|6.674805|0|1|71.12703|2.874486|14.66649|1.568856|2.243299|3.961194|305.3871|1.276365|10|8|1|420.2623|269.8832|37.658|36.81633|0|8.748607|35.65074|47|8|0|0|
3/2/2026 1:26:00 PM|Construction Simulator Experience|Daytona Bike Week|2767336916|3|EXC - Truck Loading - 02-03-26-13.26.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|44.44|50.00|48.00|6.245103|1|0|105.9435|2.614068|17.69413|1.451772|2.43377|10.97776|300.7271|1.259498|10|6|1|920.3843|263.7661|42.5681|21.02509|0|0|76.88457|5|7|0|0|
3/2/2026 1:23:00 PM|Construction Simulator Experience|Daytona Bike Week|9049932788|3|EXC - Truck Loading - 02-03-26-13.23.xml|False|||100.00|33.33|50.00|44.00|5.160254|0|0|110.6321|2.430714|21.31968|1.28241|1.547397|7.583692|270.9451|1.116855|10|4|1|403.0526|226.1134|43.52817|22.86887|0|6.690062|30.33477|7|5|0|0|
3/2/2026 1:22:00 PM|Construction Simulator Experience|Daytona Bike Week|9044700309|3|EXC - Truck Loading - 02-03-26-13.22.xml|False|||66.67|61.11|50.00|60.00|5.890035|1|0|83.90784|2.550723|6.775354|1.131527|1.78593|4.169423|243.8037|1.025734|10|10|1|617.6488|188.1935|60.56921|57.33658|1|13.78959|41.82919|13|6|0|0|
3/2/2026 1:04:00 PM|Construction Simulator Experience|Daytona Bike Week|6263150678|3|EXC - Truck Loading - 02-03-26-13.04.xml|False|||66.67|61.11|50.00|60.00|6.382713|1|0|92.95816|2.327197|5.657222|1.623598|2.471141|7.501949|286.8266|1.199016|10|7|1|756.0331|242.4049|48.28468|24.58073|0|10.67238|60.23623|13|10|0|0|
3/2/2026 12:59:00 PM|Construction Simulator Experience|Daytona Bike Week|7403811386|3|EXC - Truck Loading - 02-03-26-12.59.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|50.00|50.00|56.00|6.543101|0|0|89.24461|2.499679|6.386003|1.538783|2.224109|7.383312|300.9934|1.260698|10|8|1|706.4586|229.1771|39.13716|19.26766|0|10.67123|59.0665|5|8|0|0|
3/2/2026 12:59:00 PM|Construction Simulator Experience|Daytona Bike Week|3305239349|3|EXC - Truck Loading - 02-03-26-12.59.xml|False|||66.67|50.00|50.00|52.00|6.551686|0|1|91.97466|2.564994|8.407849|1.117642|1.846248|6.289632|265.5443|1.102404|10|7|1|682.6829|214.2036|68.5203|53.16552|0|10.75722|50.35627|8|9|0|0|
3/2/2026 12:57:00 PM|Construction Simulator Experience|Daytona Bike Week|7402380965|3|EXC - Truck Loading - 02-03-26-12.57.xml|False|||66.67|38.89|50.00|44.00|6.172432|2|0|92.1861|2.432141|9.03154|1.382672|2.015248|6.824845|283.0658|1.181926|10|7|1|607.5834|222.9207|40.77111|24.16986|0|8.040891|47.77391|19|10|0|0|
3/2/2026 12:53:00 PM|Construction Simulator Experience|Daytona Bike Week|5078227410|3|EXC - Truck Loading - 02-03-26-12.53.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|27.78|50.00|36.00|6.05963|4|0|98.12373|1.829406|22.09197|0|0|7.149914|235.9865|0.9694049|10|0|1|511.9|179.965|8.28632|4.856435|0|0|33.55597|2|3|0|0|
3/2/2026 12:52:00 PM|Construction Simulator Experience|Daytona Bike Week|9548658533|3|EXC - Truck Loading - 02-03-26-12.52.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|22.22|25.00|24.00|10.25059|2|0|70.35926|2.790849|45.80235|2.195025|3.027131|6.43699|302.6312|1.27105|10|2|1|330.8074|230.3901|24.88057|17.97042|0|0|27.80907|24|8|2.989048|0|
3/2/2026 12:49:00 PM|Construction Simulator Experience|Daytona Bike Week|5703177720|3|EXC - Truck Loading - 02-03-26-12.49.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|38.89|50.00|44.00|6.247585|1|0|104.5517|2.380008|16.7036|1.36249|2.200743|7.504198|314.5516|1.323928|10|6|1|515.307|236.2291|43.03617|22.96933|0|8.662906|45.02518|2|6|0|0|
3/2/2026 12:42:00 PM|Construction Simulator Experience|Daytona Bike Week|3529785999|3|EXC - Truck Loading - 02-03-26-12.42.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|33.33|25.00|40.00|5.983089|0|0|84.66125|2.005676|60.18841|1.489351|2.077672|7.288993|304.1384|1.258384|10|1|1|421.9685|208.928|18.33297|24.15229|1|0|35.64912|4|1|1.234298|0|
3/1/2026 5:39:00 PM|Construction Simulator Experience|Daytona Bike Week|7863671763|3|EXC - Truck Loading - 01-03-26-17.39.xml|False|||100.00|44.44|50.00|52.00|5.809508|0|0|62.35634|2.402449|28.1603|1.303918|1.405934|1.487278|242.3339|1.004958|10|1|1|88.37723|185.6581|13.82214|10.82628|0|1.030235|5.949111|13|2|0|0|
3/1/2026 5:39:00 PM|Construction Simulator Experience|Daytona Bike Week|7862507782|3|EXC - Truck Loading - 01-03-26-17.39.xml|False|||66.67|33.33|25.00|36.00|6.417784|2|0|95.65993|2.123766|42.07026|1.061385|1.964782|6.501906|202.2817|0.8366385|10|1|1|118.3578|135.9666|15.48589|8.896381|0|0.9458624|6.65045|4|2|2.838803|0|
3/1/2026 5:39:00 PM|Construction Simulator Experience|Daytona Bike Week|3tleg5|3|EXC - Truck Loading - 01-03-26-17.39.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|11.11|100.00|32.00|0.4198065|0|0|0|0.2706865|0|0|0|0|19.55221|0.07634027|10|0|0|0|19.55221|0|0|0|0|0|0|0|0|0|
3/1/2026 5:37:00 PM|Construction Simulator Experience|Daytona Bike Week|4348417548|3|EXC - Truck Loading - 01-03-26-17.37.xml|False|||66.67|66.67|50.00|64.00|6.510231|1|0|91.15394|2.919543|6.132914|1.58439|2.214522|4.991441|263.4963|1.108949|10|9|1|683.8646|215.296|68.70119|55.57543|0|12.03693|50.0544|11|10|0|0|
3/1/2026 5:33:00 PM|Construction Simulator Experience|Daytona Bike Week|8083006261|3|EXC - Truck Loading - 01-03-26-17.33.xml|False|||66.67|72.22|25.00|64.00|5.493918|2|0|101.9361|2.130325|5.278319|1.368301|2.211663|4.903328|246.3347|1.022993|10|8|1|573.2771|199.6053|69.76892|63.86534|0|9.910758|39.22724|4|8|0.9051329|0|
3/1/2026 5:29:00 PM|Construction Simulator Experience|Daytona Bike Week|2525488936|3|EXC - Truck Loading - 01-03-26-17.29.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|33.33|50.00|44.00|6.22218|0|0|88.892|2.717216|15.26781|1.20054|1.921665|4.775365|310.3043|1.301473|10|5|1|443.2117|257.4517|31.05187|16.36387|0|5.994996|38.20292|16|6|0|0|
3/1/2026 5:28:00 PM|Construction Simulator Experience|Daytona Bike Week|6784622355|3|EXC - Truck Loading - 01-03-26-17.28.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|22.22|25.00|24.00|7.59401|1|0|90.42554|1.901893|24.03214|1.167919|1.774726|7.937351|316.6125|1.327883|10|2|1|426.7312|237.3217|12.59048|6.951895|0|0|37.53012|16|5|3.934797|0|
3/1/2026 5:28:00 PM|Construction Simulator Experience|Daytona Bike Week|7206202758|3|EXC - Truck Loading - 01-03-26-17.28.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|27.78|25.00|32.00|9.542252|0|0|111.5916|3.78537|22.46631|2.436611|3.356213|6.794411|303.57|1.268905|10|6|1|483.4445|240.7295|40.1127|13.60306|0|7.892898|40.76646|10|9|1.201077|0|
3/1/2026 5:21:00 PM|Construction Simulator Experience|Daytona Bike Week|6156633925|3|EXC - Truck Loading - 01-03-26-17.21.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|27.78|50.00|32.00|9.648493|1|0|106.3742|3.260849|54.87378|2.856905|3.836798|20.40941|306.762|1.279642|10|3|2|718.543|258.1469|21.15933|33.67213|1|3.159788|61.22824|4|4|0|0|
3/1/2026 5:21:00 PM|Construction Simulator Experience|Daytona Bike Week|6156634338|3|EXC - Truck Loading - 01-03-26-17.21.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|27.78|50.00|28.00|8.272736|1|3|51.05671|1.178941|17.3582|0|0|5.668212|300.3569|1.245034|10|0|1|758.6331|220.2472|32.64299|19.33714|0|0|63.29464|11|5|0|0|
3/1/2026 5:20:00 PM|Construction Simulator Experience|Daytona Bike Week|6155570335|3|EXC - Truck Loading - 01-03-26-17.20.xml|False|||66.67|27.78|25.00|32.00|5.985279|1|0|47.02759|2.169414|14.05147|1.485297|1.936989|7.315428|331.6421|1.373456|10|6|1|482.2203|269.3835|32.73405|21.43048|0|8.455906|44.42349|4|8|2.517466|0|
3/1/2026 5:14:00 PM|Construction Simulator Experience|Daytona Bike Week|5144587240|3|EXC - Truck Loading - 01-03-26-17.14.xml|False|||66.67|44.44|25.00|44.00|5.676898|2|0|98.59432|2.543892|15.84223|1.875388|2.680755|8.805782|255.3186|1.070183|10|4|1|621.1331|212.5139|34.77256|10.92052|0|5.937479|44.0519|16|2|0.4170178|0|
3/1/2026 5:14:00 PM|Construction Simulator Experience|Daytona Bike Week|2154946485|3|EXC - Truck Loading - 01-03-26-17.14.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|27.78|25.00|36.00|5.803268|0|0|92.70206|2.324966|30.77725|1.180292|1.82534|4.836697|301.9046|1.221852|10|4|2|403.7195|236.3311|22.80504|19.32409|0|5.272401|33.85688|12|4|1.994577|0|
3/1/2026 5:13:00 PM|Construction Simulator Experience|Daytona Bike Week|9176747442|3|EXC - Truck Loading - 01-03-26-17.13.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|33.33|25.00|32.00|8.98737|1|0|55.71407|3.28846|34.4525|1.953133|2.892759|3.653099|304.6467|1.260589|10|2|1|417.411|251.2851|12.21887|12.60669|0|1.89459|35.32302|11|3|4.1725|0|
3/1/2026 5:08:00 PM|Construction Simulator Experience|Daytona Bike Week|8145944797|3|EXC - Truck Loading - 01-03-26-17.08.xml|False|||66.67|72.22|25.00|64.00|6.105239|1|0|86.4449|2.646647|4.095375|1.70154|2.342839|6.266618|243.0626|1.015453|10|9|1|930.8291|201.3425|54.81659|58.5685|0|11.32996|62.84715|4|10|0.1438562|0|
3/1/2026 5:08:00 PM|Construction Simulator Experience|Daytona Bike Week|j9d8bn|3|EXC - Truck Loading - 01-03-26-17.08.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|22.22|50.00|28.00|7.114546|2|0|55.04331|2.343326|51.3372|0.8855666|1.548099|7.72971|305.941|1.280673|10|3|1|454.7765|252.1234|25.58048|25.8377|0|0|38.64855|8|4|0|0|
3/1/2026 5:04:00 PM|Construction Simulator Experience|Daytona Bike Week|3862566861|3|EXC - Truck Loading - 01-03-26-17.04.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|33.33|50.00|44.00|5.321547|0|0|72.96983|2.791373|27.26375|1.321572|1.968977|4.666006|307.7828|1.291713|10|4|1|218.3049|247.044|18.74961|14.65988|0|4.465891|18.66402|2|4|0|0|
3/1/2026 5:01:00 PM|Construction Simulator Experience|Daytona Bike Week|5749102268|3|EXC - Truck Loading - 01-03-26-17.01.xml|False|||100.00|61.11|25.00|60.00|6.522589|0|0|109.6887|2.743171|14.43989|1.648224|2.347517|5.438425|265.9913|1.112208|10|6|1|589.2095|207.8729|49.39729|43.13138|0|9.478291|43.53462|21|9|5.415343|0|
3/1/2026 5:00:00 PM|Construction Simulator Experience|Daytona Bike Week|3868372670|3|EXC - Truck Loading - 01-03-26-17.00.xml|False|||66.67|33.33|25.00|36.00|5.22322|0|1|106.0088|2.016344|20.29135|1.226781|1.947102|6.863849|294.4387|1.126579|10|5|1|587.4534|252.8623|28.84461|21.83255|0|8.140965|48.04694|33|8|2.929402|0|
3/1/2026 4:44:00 PM|Construction Simulator Experience|Daytona Bike Week|7864239396|3|EXC - Truck Loading - 01-03-26-16.44.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|38.89|25.00|40.00|6.347076|1|0|93.05277|2.817039|15.47788|1.117823|1.880017|4.897676|300.3472|1.268362|10|5|1|321.5085|226.9848|43.64177|51.1067|0|7.32193|26.82339|41|6|15.65532|0|
3/1/2026 4:44:00 PM|Construction Simulator Experience|Daytona Bike Week|7274322813|3|EXC - Truck Loading - 01-03-26-16.44.xml|False|||66.67|55.56|50.00|56.00|7.583786|0|0|115.8959|2.677207|16.9141|1.618328|2.306685|6.846604|298.7316|1.243826|10|7|1|660.0648|237.0546|65.24506|49.44959|0|11.0742|54.77283|6|8|0|0|
3/1/2026 4:40:00 PM|Construction Simulator Experience|Daytona Bike Week|9126633840|3|EXC - Truck Loading - 01-03-26-16.40.xml|False|||100.00|33.33|25.00|40.00|6.22759|0|0|85.31413|2.588812|11.5392|1.399886|1.946831|4.476656|285.9099|1.199918|10|5|1|338.2037|237.6299|37.83565|27.0154|0|7.540061|26.85994|13|6|0.6690522|0|
3/1/2026 4:35:00 PM|Construction Simulator Experience|Daytona Bike Week|4073463928|3|EXC - Truck Loading - 01-03-26-16.35.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|16.67|75.00|32.00|7.34415|0|0|0|2.09302|0|0|0|0|50.68891|0.2129295|10|0|0|0.01700529|50.68891|3.477698|5.09358|0|0|0.0002394388|1|0|0|0|
3/1/2026 4:35:00 PM|Construction Simulator Experience|Daytona Bike Week|4156919187|3|EXC - Truck Loading - 01-03-26-16.35.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|0.00|38.89|25.00|32.00|9.662523|3|1|98.777|3.080169|12.85354|1.312154|1.470297|5.037616|312.2091|1.31734|10|5|1|580.8741|245.7928|35.29906|18.27364|0|6.767724|50.37616|32|9|1.586905|0|
3/1/2026 4:31:00 PM|Construction Simulator Experience|Daytona Bike Week|2185768680|3|EXC - Truck Loading - 01-03-26-16.31.xml|False|||33.33|55.56|25.00|48.00|6.406458|1|1|109.463|2.328677|4.404675|1.239781|1.962551|5.330321|251.0266|1.03944|10|9|1|687.9845|174.0021|70.63094|60.50598|0|12.43159|47.97289|6|9|4.206184|0|
3/1/2026 4:30:00 PM|Construction Simulator Experience|Daytona Bike Week|3609533570|3|EXC - Truck Loading - 01-03-26-16.30.xml|False|||100.00|66.67|50.00|68.00|5.71599|0|0|108.3358|2.525994|6.155576|1.248384|2.080398|4.569842|264.4367|1.104416|10|9|1|560.808|222.5481|73.75866|45.21841|0|13.78458|41.19395|5|9|0|0|
3/1/2026 4:28:00 PM|Construction Simulator Experience|Daytona Bike Week|7042208893|3|EXC - Truck Loading - 01-03-26-16.28.xml|False|||33.33|55.56|50.00|52.00|7.453775|1|0|106.6596|2.372845|3.374474|1.683025|2.429286|7.07884|256.9307|1.081329|10|12|1|1191.141|210.2594|78.61354|53.87127|0|17.29905|85.01128|26|12|0|0|
3/1/2026 4:25:00 PM|Construction Simulator Experience|Daytona Bike Week|6077255533|3|EXC - Truck Loading - 01-03-26-16.25.xml|False|||66.67|83.33|25.00|72.00|6.798099|0|1|92.95384|2.707018|5.515847|1.716951|2.645623|6.373102|255.106|1.064883|10|9|1|809.4365|205.8375|47.29655|34.5638|0|13.73255|57.35891|13|10|1.02634|0|
3/1/2026 4:24:00 PM|Construction Simulator Experience|Daytona Bike Week|5852367247|3|EXC - Truck Loading - 01-03-26-16.24.xml|False|||66.67|44.44|25.00|44.00|6.359915|1|0|99.6463|2.43083|8.123288|1.556843|2.115881|6.226124|289.2537|1.209233|10|6|1|466.7402|234.8322|52.29908|37.36894|0|8.956117|37.50175|6|10|4.646753|0|
3/1/2026 4:22:00 PM|Construction Simulator Experience|Daytona Bike Week|8646345089|3|EXC - Truck Loading - 01-03-26-16.22.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|44.44|25.00|48.00|6.168097|0|0|81.46915|2.817161|23.26915|1.820164|2.819093|4.572456|304.8801|1.271233|10|4|1|303.5514|251.7171|39.69292|33.10489|0|3.606847|25.70744|15|8|0.1051669|0|
3/1/2026 4:19:00 PM|Construction Simulator Experience|Daytona Bike Week|6133306107|3|EXC - Truck Loading - 01-03-26-16.19.xml|False|||33.33|50.00|50.00|48.00|5.585243|1|1|72.15178|2.497653|5.373698|0.8912055|1.622035|4.21228|260.9865|1.08558|10|7|1|406.7238|194.7832|41.92472|31.27362|0|7.757968|29.48596|37|7|0|0|
3/1/2026 4:17:00 PM|Construction Simulator Experience|Daytona Bike Week|6132550604|3|EXC - Truck Loading - 01-03-26-16.17.xml|False|||100.00|55.56|50.00|60.00|6.75702|0|0|90.11857|2.047619|3.781112|1.915398|2.815296|8.655825|212.0416|0.8211763|10|6|1|1030.928|174.7446|39.65016|34.85801|0|7.780928|60.72214|10|9|0|0|
3/1/2026 4:15:00 PM|Construction Simulator Experience|Daytona Bike Week|3214829604|3|EXC - Truck Loading - 01-03-26-16.15.xml|False|||66.67|16.67|25.00|24.00|4.830211|0|0|73.68313|1.936105|46.48583|1.212674|1.412442|3.544499|308.6286|1.288027|10|2|3|82.68964|210.8523|28.06578|20.93104|1|2.126401|7.088997|5|3|1.711031|0|
3/1/2026 4:12:00 PM|Construction Simulator Experience|Daytona Bike Week|9206262264|3|EXC - Truck Loading - 01-03-26-16.12.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|27.78|25.00|32.00|6.84936|3|0|92.02028|2.424145|56.16256|0.9299517|1.784121|6.2863|302.7289|1.273026|10|2|1|319.1312|219.8171|23.96227|22.54096|0|0|26.83617|6|3|18.47964|0|
3/1/2026 4:12:00 PM|Construction Simulator Experience|Daytona Bike Week|9202104258|3|EXC - Truck Loading - 01-03-26-16.12.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|100.00|44.44|25.00|48.00|5.39524|0|0|106.6403|2.271656|21.80481|1.224669|2.062055|5.150722|317.621|1.321363|10|4|1|408.6574|265.4757|23.32424|11.03038|0|3.500329|36.05505|13|3|0.0350859|0|
3/1/2026 4:05:00 PM|Construction Simulator Experience|Daytona Bike Week|9105810291|3|EXC - Truck Loading - 01-03-26-16.05.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|33.33|25.00|36.00|6.686018|0|1|105.8593|2.852504|15.01753|1.314901|1.999359|6.634995|304.0416|1.270609|10|6|2|628.9507|273.2835|28.96774|17.98326|0|8.839448|53.11865|10|6|4.289211|0|
3/1/2026 3:58:00 PM|Construction Simulator Experience|Daytona Bike Week|9788461109|3|EXC - Truck Loading - 01-03-26-15.58.xml|False|||33.33|61.11|50.00|56.00|4.976663|1|0|89.91048|2.309227|3.878208|1.36466|1.969134|5.161086|207.0101|0.8641351|10|9|1|897.5383|168.5376|50.55362|60.12777|0|11.02902|51.61097|17|10|0|0|
3/1/2026 3:49:00 PM|Construction Simulator Experience|Daytona Bike Week|8149370662|3|EXC - Truck Loading - 01-03-26-15.49.xml|False|||100.00|72.22|25.00|68.00|5.200505|0|0|98.94067|2.597338|5.530156|1.501847|2.349821|4.500305|258.7473|1.083566|10|9|1|563.5224|218.1516|58.66676|58.53596|0|9.726241|40.50274|4|8|1.695958|0|
3/1/2026 3:47:00 PM|Construction Simulator Experience|Daytona Bike Week|8143270928|3|EXC - Truck Loading - 01-03-26-15.47.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|66.67|5.56|100.00|28.00|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
3/1/2026 3:43:00 PM|Construction Simulator Experience|Daytona Bike Week|6073546469|3|EXC - Truck Loading - 01-03-26-15.43.xml|False|||66.67|38.89|50.00|44.00|6.086169|3|0|86.45437|2.28458|4.427833|1.478978|1.607744|5.311314|269.1019|1.12548|10|9|2|711.7547|225.765|62.39867|41.41757|1|10.67394|53.20404|10|10|0|0|
3/1/2026 3:37:00 PM|Construction Simulator Experience|Daytona Bike Week|3862330634|3|EXC - Truck Loading - 01-03-26-15.37.xml|True|Incomplete Objectives Remain|FAILURE_OBJECTIVES_INCOMPLETE|33.33|38.89|25.00|36.00|5.573015|1|2|107.3343|2.930841|14.63388|1.049481|1.546745|5.005922|300.6674|1.264947|10|8|1|479.5019|254.4819|28.72835|24.39|1|9.375816|40.04738|9|8|1.592545|0|
3/1/2026 3:36:00 PM|Construction Simulator Experience|Daytona Bike Week|5617873118|3|EXC - Truck Loading - 01-03-26-15.36.xml|False|||66.67|61.11|25.00|56.00|5.38003|1|0|100.2329|2.587367|5.149691|1.32642|1.983096|4.465822|275.4684|1.162026|10|9|1|525.2603|175.136|62.86409|32.59478|0|13.9271|40.19239|5|11|0.4263194|0|
